"","ID","History","Portrait","Landscape","Genre","StillLife","Abstract","Other","Animal","diff","famous","sold","height","width"
"81","american-art-n09633_43",0,1,0,0,0,0,0,0,0.388888888888889,1,1,20.375,16
"82","american-art-n09633_44",0,0,1,0,0,0,0,0,0.5,1,1,24,20
"83","american-art-n09633_45",0,0,0,0,1,0,0,0,0.666666666666667,1,1,30.25,24
"84","american-art-n09633_46",0,1,0,0,0,0,0,0,0.428571428571429,1,0,20,16
"85","american-art-n09633_47",0,1,0,0,0,0,0,0,0.5,1,0,24,20
"86","american-art-n09633_48",0,1,0,0,0,0,0,0,0.5,1,1,36,24
"87","american-art-n09633_49",0,0,0,0,0,0,1,0,0.5,1,1,11.75,8.75
"88","american-art-n09633_5",0,0,1,0,0,0,0,0,0.666666666666667,1,1,17.25,13.875
"89","american-art-n09633_50",0,0,0,0,0,0,1,0,0.428571428571429,1,1,10,8
"90","american-art-n09633_51",0,0,0,0,0,0,1,0,0.5,1,1,14.125,19
"91","american-art-n09633_52",0,0,1,0,0,0,0,0,0.333333333333333,1,1,20.5,30.75
"92","american-art-n09633_53",0,0,0,1,0,0,0,0,0.333333333333333,1,1,25,30
"93","american-art-n09633_54",0,0,0,0,0,0,1,0,0.4,1,1,18.25,14.5
"94","american-art-n09633_55",0,0,0,1,0,0,0,0,0.666666666666667,1,1,9,12
"95","american-art-n09633_56",0,0,0,0,1,0,0,0,0.5,1,1,16,20
"96","american-art-n09633_57",0,1,0,0,0,0,0,0,0.4,1,0,16,12
"97","american-art-n09633_58",0,0,1,0,0,0,0,0,0.333333333333333,1,0,27.25,19.375
"98","american-art-n09633_59",0,0,1,0,0,0,0,0,0.428571428571429,1,1,28,36
"99","american-art-n09633_6",0,0,1,0,0,0,0,0,0.666666666666667,1,1,14,20
"100","american-art-n09633_61",0,0,1,0,0,0,0,0,0.5,1,1,24,20
"101","american-art-n09633_62",0,0,1,0,0,0,0,0,0.4,1,1,25,34
"102","american-art-n09633_63",0,0,1,0,0,0,0,0,0.5,1,0,36.25,26.5
"103","american-art-n09633_64",0,0,1,0,0,0,0,0,0.4,1,0,24,32
"104","american-art-n09633_65",0,0,1,0,0,0,0,0,0.5,1,1,30,36
"105","american-art-n09633_66",0,0,1,0,0,0,0,0,0.4,1,1,15,22.5
"106","american-art-n09633_67",0,0,1,0,0,0,0,0,0.333333333333333,1,1,15,19
"107","american-art-n09633_68",0,0,1,0,0,0,0,0,0.5,1,1,15.5,12.25
"108","american-art-n09633_69",0,0,0,1,0,0,0,0,0.5,0,1,18,24
"109","american-art-n09633_7",0,0,1,0,0,0,0,0,0.666666666666667,1,0,5.5,7.75
"110","american-art-n09633_70",0,0,0,1,0,0,0,0,0.5,0,1,18,24
"111","american-art-n09633_71",0,0,0,1,0,0,0,0,0.333333333333333,1,1,20,36
"112","american-art-n09633_72",0,0,0,1,0,0,0,0,0.5,1,1,21,31
"113","american-art-n09633_73",0,0,0,1,0,0,0,0,0.5,0,0,24,32.125
"114","american-art-n09633_74",0,0,0,1,0,0,0,0,0.428571428571429,0,0,22,34
"115","american-art-n09633_75",1,0,0,0,0,0,0,0,0.5,1,1,6.75,11.25
"116","american-art-n09633_76",0,0,0,1,0,0,0,0,0.4,0,0,22,36
"117","american-art-n09633_78",0,0,1,0,0,0,0,0,0.666666666666667,1,1,19.5,32
"118","american-art-n09633_79",0,0,1,0,0,0,0,0,0.5,1,1,20.5,30
"119","american-art-n09633_8",0,0,1,0,0,0,0,0,0.666666666666667,1,1,17,14
"120","american-art-n09633_80",0,0,1,0,0,0,0,0,0.5,1,0,20,42
"121","american-art-n09633_81",0,0,0,1,0,0,0,0,0.4,1,0,18,30
"122","american-art-n09633_82",0,0,1,0,0,0,0,0,0.333333333333333,1,1,7,11
"123","american-art-n09633_83",0,0,1,0,0,0,0,0,0.428571428571429,1,1,16,12
"124","american-art-n09633_84",0,0,1,0,0,0,0,0,0.428571428571429,1,0,20,15.875
"125","american-art-n09633_85",0,0,1,0,0,0,0,0,0.428571428571429,1,1,6.125,12.25
"126","american-art-n09633_86",0,0,1,0,0,0,0,0,0.4,1,1,12.625,7.5
"127","american-art-n09633_87",0,0,1,0,0,0,0,0,0.333333333333333,1,1,16,10
"128","american-art-n09633_88",0,0,0,1,0,0,0,0,0.5,1,1,22,36
"129","american-art-n09633_89",0,1,0,0,0,0,0,0,0.428571428571429,0,1,30,25
"130","american-art-n09633_9",0,0,0,0,1,0,0,0,0.5,1,1,28,22.25
"131","american-art-n09633_90",0,0,0,1,0,0,0,1,0.666666666666667,1,1,14,12
"132","american-art-n09633_91",0,1,0,0,0,0,0,0,0.5,0,1,30,24
"133","american-art-n09633_92",0,0,0,1,0,0,0,0,0.4,1,1,30,59.75
"134","american-art-n09633_93",0,0,0,0,1,0,0,0,0.5,1,1,22,27
"135","american-art-n09633_94",0,1,0,0,0,0,0,1,0.5,1,1,32,25
"136","american-art-n09633_95",0,1,0,0,0,0,0,0,0.333333333333333,0,1,15.5,12.5
"137","american-art-n09633_96",0,0,0,1,0,0,0,0,0.4,1,0,20,14
"138","american-art-n09633_97",0,0,0,0,0,0,1,0,0.666666666666667,1,1,10.5,NA
"139","american-art-n09633_98",0,0,0,0,0,0,1,0,0.4,1,1,8,NA
"140","american-art-n09633_99",0,0,1,0,0,0,0,0,0.5,1,1,13,NA
"141","master-paintings-19th-century-european-n09600_401",0,1,0,0,0,0,0,0,0.333333333333333,0,1,16.75,12
"142","master-paintings-19th-century-european-n09600_402",1,0,0,0,0,0,0,0,0.666666666666667,0,1,18.75,14.375
"143","master-paintings-19th-century-european-n09600_403",1,0,0,0,0,0,0,0,0.666666666666667,0,1,20.5,14.75
"144","master-paintings-19th-century-european-n09600_404",0,0,0,0,0,0,1,0,0.5,0,0,10.5,52.625
"145","master-paintings-19th-century-european-n09600_405",1,0,0,0,0,0,0,0,0.333333333333333,0,1,47.5,14.25
"146","master-paintings-19th-century-european-n09600_406",0,0,0,0,0,0,1,0,0.666666666666667,0,0,20.75,16.75
"147","master-paintings-19th-century-european-n09600_407",1,0,0,0,0,0,0,0,0.666666666666667,0,1,25.375,14.75
"148","master-paintings-19th-century-european-n09600_408",1,0,0,0,0,0,0,0,0.666666666666667,0,1,34.5,29
"149","master-paintings-19th-century-european-n09600_409",0,1,0,0,0,0,0,0,0.5,0,1,39.75,32.625
"150","master-paintings-19th-century-european-n09600_410",0,0,0,0,0,0,1,0,0.5,0,1,47.25,35.5
"151","master-paintings-19th-century-european-n09600_411",1,0,0,0,0,0,0,0,0.5,0,0,28.5,35.375
"152","master-paintings-19th-century-european-n09600_412",1,0,0,0,0,0,0,0,0.333333333333333,1,0,39.375,56.25
"153","master-paintings-19th-century-european-n09600_413",0,0,0,0,0,0,1,0,0.333333333333333,0,1,24.75,33.25
"154","master-paintings-19th-century-european-n09600_414",1,0,0,0,0,0,0,0,0.5,0,1,10.875,8.25
"155","master-paintings-19th-century-european-n09600_415",1,0,0,0,0,0,0,0,0.333333333333333,0,0,9.375,6.625
"156","master-paintings-19th-century-european-n09600_416",1,0,0,0,0,0,0,0,0.5,0,0,51,38.25
"157","master-paintings-19th-century-european-n09600_417",1,0,0,0,0,0,0,0,0.4,1,1,17.5,13.625
"158","master-paintings-19th-century-european-n09600_418",1,0,0,0,0,0,0,0,0.4,0,1,38.375,28.75
"159","master-paintings-19th-century-european-n09600_420",0,0,1,0,0,0,0,0,0.333333333333333,1,1,10.5,14.5
"160","master-paintings-19th-century-european-n09600_421",1,0,0,0,0,0,0,0,0.666666666666667,0,1,16,19
"161","master-paintings-19th-century-european-n09600_422",0,1,0,0,0,0,0,0,0.5,0,1,9.5,7.125
"162","master-paintings-19th-century-european-n09600_423",0,1,0,0,0,0,0,0,0.5,1,1,20.5,16.5
"163","master-paintings-19th-century-european-n09600_424",0,1,0,0,0,0,0,0,0.4,1,0,34.625,27
"164","master-paintings-19th-century-european-n09600_425",0,0,0,0,1,0,0,0,0.333333333333333,1,1,33.625,26.25
"165","master-paintings-19th-century-european-n09600_426",0,0,0,0,1,0,0,1,0.5,0,1,39.75,60
"166","master-paintings-19th-century-european-n09600_427",0,0,0,0,1,0,0,0,0.5,1,1,13.5,NA
"167","master-paintings-19th-century-european-n09600_428",0,0,0,0,1,0,0,0,0.5,0,1,19,25.125
"168","master-paintings-19th-century-european-n09600_429",0,0,1,0,0,0,0,0,0.4,0,0,NA,NA
"169","master-paintings-19th-century-european-n09600_430",1,0,0,0,0,0,0,0,0.5,0,1,32.25,60.25
"170","master-paintings-19th-century-european-n09600_431",0,0,0,1,0,0,0,0,0.5,0,1,12.125,8.5
"171","master-paintings-19th-century-european-n09600_432",1,0,0,0,0,0,0,0,0.5,0,1,48.625,37
"172","master-paintings-19th-century-european-n09600_433",0,0,0,0,1,0,0,0,0.333333333333333,1,0,34.5,45.5
"173","master-paintings-19th-century-european-n09600_434",0,0,1,0,0,0,0,0,0.333333333333333,0,0,33.5,46.25
"174","master-paintings-19th-century-european-n09600_435",0,0,1,0,0,0,0,0,0.5,0,0,28.5,36.75
"175","master-paintings-19th-century-european-n09600_436",1,0,0,0,0,0,0,0,0.333333333333333,0,0,30.875,56.625
"176","master-paintings-19th-century-european-n09600_437",1,0,0,0,0,0,0,0,0.5,0,1,47.5,67.5
"177","master-paintings-19th-century-european-n09600_438",1,0,0,0,0,0,0,0,0.666666666666667,0,1,47,67.625
"178","master-paintings-19th-century-european-n09600_439",0,0,0,0,0,0,1,0,0.333333333333333,0,0,NA,NA
"179","master-paintings-19th-century-european-n09600_440",1,0,0,0,0,0,0,0,0.285714285714286,0,1,16.75,27.625
"180","master-paintings-19th-century-european-n09600_441",1,0,0,0,0,0,0,0,0.333333333333333,0,0,24.875,30
"181","master-paintings-19th-century-european-n09600_443",1,0,0,0,0,0,0,0,0.333333333333333,1,1,22,18
"182","master-paintings-19th-century-european-n09600_444",1,0,0,0,0,0,0,0,0.4,0,1,29.25,36.25
"183","master-paintings-19th-century-european-n09600_445",1,0,0,0,0,0,0,0,0.428571428571429,1,0,19.875,24.5
"184","master-paintings-19th-century-european-n09600_446",0,0,0,0,0,0,1,0,0.4,0,1,12.75,9.25
"185","master-paintings-19th-century-european-n09600_447",0,1,0,0,0,0,0,0,0.333333333333333,0,0,23.375,19.375
"186","master-paintings-19th-century-european-n09600_448",1,0,0,0,0,0,0,0,0.5,0,0,26.125,19.25
"187","master-paintings-19th-century-european-n09600_449",0,0,0,0,0,0,1,0,0.5,0,0,NA,NA
"188","master-paintings-19th-century-european-n09600_450",1,0,0,0,0,0,0,0,0.666666666666667,0,1,35.25,28
"189","master-paintings-19th-century-european-n09600_451",1,0,0,0,0,0,0,0,0.333333333333333,0,1,30.5,21.125
"190","master-paintings-19th-century-european-n09600_452",0,0,0,1,0,0,0,0,0.5,0,1,39.375,52.75
"191","master-paintings-19th-century-european-n09600_453",0,1,0,0,0,0,0,0,0.5,0,1,3.375,2.75
"192","master-paintings-19th-century-european-n09600_454",0,0,0,0,0,0,1,0,0.333333333333333,0,1,38.25,51.75
"193","master-paintings-19th-century-european-n09600_455",0,0,1,0,0,0,0,0,0.333333333333333,0,0,10.25,13.5
"194","master-paintings-19th-century-european-n09600_456",1,0,0,0,0,0,0,0,0.5,1,1,18.5,24.25
"195","master-paintings-19th-century-european-n09600_457",0,0,0,1,0,0,0,0,0.5,0,0,31.75,25
"196","master-paintings-19th-century-european-n09600_458",0,0,1,0,0,0,0,0,1,0,0,19.75,28.5
"197","master-paintings-19th-century-european-n09600_459",0,1,0,0,0,0,0,0,0.5,0,1,67.5,55.5
"198","master-paintings-19th-century-european-n09600_460",0,0,0,1,0,0,0,0,0.428571428571429,0,1,23.25,33
"199","master-paintings-19th-century-european-n09600_461",0,1,0,0,0,0,0,0,0.5,1,1,25.625,19
"200","master-paintings-19th-century-european-n09600_462",0,0,1,0,0,0,0,0,0.4,0,0,18.625,29.625
"201","master-paintings-19th-century-european-n09600_463",0,0,1,0,0,0,0,1,0.4,0,1,33,40.5
"202","master-paintings-19th-century-european-n09600_464",0,1,0,0,0,0,0,0,0.333333333333333,1,1,28.25,23.625
"203","master-paintings-19th-century-european-n09600_465",0,0,1,0,0,0,0,0,0.333333333333333,1,1,19.125,25.75
"204","master-paintings-19th-century-european-n09600_466",0,0,0,0,0,0,1,0,0.666666666666667,1,1,23.625,33.125
"205","master-paintings-19th-century-european-n09600_467",0,0,0,0,0,0,1,0,0.285714285714286,1,0,25.25,30.125
"206","master-paintings-19th-century-european-n09600_468",0,0,1,0,0,0,0,0,0.333333333333333,0,1,19.25,29.5
"207","master-paintings-19th-century-european-n09600_469",1,0,0,0,0,0,0,0,0.4,0,1,15.75,19.875
"208","master-paintings-19th-century-european-n09600_470",0,0,1,0,0,0,0,1,0.5,0,1,25.5,30.25
"209","master-paintings-19th-century-european-n09600_471",1,0,0,0,0,0,0,0,0.5,0,1,47,35.5
"210","master-paintings-19th-century-european-n09600_472",1,0,0,0,0,0,0,0,0.285714285714286,1,1,15.25,19.75
"211","master-paintings-19th-century-european-n09600_473",0,1,0,0,0,0,0,0,0.5,1,0,44.875,33.25
"212","master-paintings-19th-century-european-n09600_474",0,1,0,0,0,0,0,0,0.5,0,1,49,39.75
"213","master-paintings-19th-century-european-n09600_475",0,1,0,0,0,0,0,0,0.285714285714286,0,0,32,44
"214","master-paintings-19th-century-european-n09600_477",0,1,0,0,0,0,0,0,0.5,0,1,30,24
"215","master-paintings-19th-century-european-n09600_478",0,0,1,0,0,0,0,0,0.333333333333333,0,1,25.25,40.125
"216","master-paintings-19th-century-european-n09600_479",0,1,0,0,0,0,0,0,0.4,0,1,40,28.125
"217","master-paintings-19th-century-european-n09600_480",0,1,0,0,0,0,0,0,0.4,0,0,36.625,27.5
"218","master-paintings-19th-century-european-n09600_481",0,1,0,0,0,0,0,0,0.4,0,1,18,13.75
"219","master-paintings-19th-century-european-n09600_482",0,1,0,0,0,0,0,0,0.5,0,1,30,24.75
"220","master-paintings-19th-century-european-n09600_483",0,1,0,0,0,0,0,1,0.333333333333333,0,1,11.25,8.5
"221","master-paintings-19th-century-european-n09600_484",0,1,0,0,0,0,0,0,0.428571428571429,0,0,36.5,NA
"222","master-paintings-19th-century-european-n09600_485",0,1,0,0,0,0,0,0,0.4,0,1,24,19.75
"223","master-paintings-19th-century-european-n09600_486",0,0,0,0,1,0,0,1,0.333333333333333,0,1,NA,NA
"224","master-paintings-19th-century-european-n09600_487",0,0,0,0,0,0,1,0,0.4,0,1,17.125,15.875
"225","master-paintings-19th-century-european-n09600_488",0,1,0,0,0,0,0,0,0.5,0,1,55.5,70.75
"226","master-paintings-19th-century-european-n09600_489",0,1,0,0,0,0,0,1,0.5,1,1,50.5,65.75
"227","master-paintings-19th-century-european-n09600_490",0,0,1,0,0,0,0,0,0.5,0,1,30,25.125
"228","master-paintings-19th-century-european-n09600_491",1,0,0,0,0,0,0,0,0.333333333333333,1,0,27,22
"229","master-paintings-19th-century-european-n09600_492",0,0,1,0,0,0,0,0,0.4,0,0,18.75,24.25
"230","master-paintings-19th-century-european-n09600_493",0,0,1,0,0,0,0,1,0.5,0,0,39.5,50.5
"231","master-paintings-19th-century-european-n09600_494",0,0,0,0,1,0,0,0,0.5,1,1,27.75,36
"232","master-paintings-19th-century-european-n09600_495",0,0,0,0,1,0,0,1,0.5,0,1,14,17.375
"233","master-paintings-19th-century-european-n09600_496",0,0,0,0,1,0,0,0,0.5,1,1,50.125,NA
"234","master-paintings-19th-century-european-n09600_497",0,0,0,0,1,0,0,0,0.5,0,1,9.375,12.125
"235","master-paintings-19th-century-european-n09600_498",0,0,0,0,1,0,0,0,0.5,0,1,21.25,30
"236","master-paintings-19th-century-european-n09600_499",0,0,1,0,0,0,0,0,0.4,1,1,21,26
"237","master-paintings-19th-century-european-n09600_500",0,0,1,0,0,0,0,1,0.5,1,1,40,50
"238","master-paintings-19th-century-european-n09600_501",0,0,1,0,0,0,0,1,0.4,1,0,19.75,30.125
"239","master-paintings-19th-century-european-n09600_502",0,0,1,0,0,0,0,0,0.5,1,1,14.75,18
"240","master-paintings-19th-century-european-n09600_503",0,0,0,0,0,0,1,0,0.4,1,0,7.5,12.25
"241","master-paintings-19th-century-european-n09600_504",0,0,0,0,0,0,1,0,0.333333333333333,1,1,35.875,50
"242","master-paintings-19th-century-european-n09600_505",0,0,0,0,0,0,1,0,0.4,0,0,9.875,13.75
"243","master-paintings-19th-century-european-n09600_506",0,0,1,0,0,0,0,0,0.4,1,0,18,14.75
"244","master-paintings-19th-century-european-n09600_508",0,0,1,0,0,0,0,0,0.333333333333333,1,1,13,8.5
"245","master-paintings-19th-century-european-n09600_509",0,0,1,0,0,0,0,0,0.5,1,1,8.625,6.25
"246","master-paintings-19th-century-european-n09600_510",0,0,1,0,0,0,0,0,0.4,1,1,17,10.125
"247","master-paintings-19th-century-european-n09600_511",0,0,1,0,0,0,0,0,0.428571428571429,1,1,20.75,28.5
"248","master-paintings-19th-century-european-n09600_512",0,0,1,0,0,0,0,0,0.5,1,1,17.375,25.25
"249","master-paintings-19th-century-european-n09600_513",0,0,0,1,0,0,0,0,0.4,1,1,39,54
"250","master-paintings-19th-century-european-n09600_514",1,0,0,0,0,0,0,0,0.333333333333333,1,1,24.875,30.25
"251","master-paintings-19th-century-european-n09600_515",0,0,1,0,0,0,0,0,0.4,1,1,25,32.75
"252","master-paintings-19th-century-european-n09600_516",0,0,1,0,0,0,0,0,0.333333333333333,1,1,9.875,12.625
"253","master-paintings-19th-century-european-n09600_517",0,0,1,0,0,0,0,0,0.5,1,1,15,26.375
"254","master-paintings-19th-century-european-n09600_519",0,0,1,0,0,0,0,0,0.333333333333333,1,1,8.25,12
"255","master-paintings-19th-century-european-n09600_520",0,0,0,0,1,0,0,0,0.5,1,1,26.75,39.75
"256","master-paintings-19th-century-european-n09600_521",0,0,0,1,0,0,0,0,0.5,1,1,15.5,21.5
"257","master-paintings-19th-century-european-n09600_522",0,0,0,0,0,0,1,0,0.4,1,0,12,7.5
"258","master-paintings-19th-century-european-n09600_523",0,0,0,1,0,0,0,0,0.5,1,1,40.125,34.125
"259","master-paintings-19th-century-european-n09600_524",0,0,0,1,0,0,0,0,0.5,1,1,36,26
"260","master-paintings-19th-century-european-n09600_525",0,1,0,0,0,0,0,0,0.388888888888889,1,0,45.75,28.25
"261","master-paintings-19th-century-european-n09600_526",0,1,0,0,0,0,0,0,0.5,1,0,98.5,78.75
"262","master-paintings-19th-century-european-n09600_527",0,0,0,1,0,0,0,0,0.4,1,0,30,22
"263","master-paintings-19th-century-european-n09600_529",0,1,0,0,0,0,0,0,0.5,1,0,39.375,29
"264","master-paintings-19th-century-european-n09600_530",0,0,0,0,0,0,1,0,0.5,1,1,14.625,20.125
"265","master-paintings-19th-century-european-n09600_531",0,0,0,1,0,0,0,0,0.5,1,0,29.75,18.25
"266","master-paintings-19th-century-european-n09600_532",0,0,0,0,0,0,1,0,0.5,1,0,32,25.75
"267","master-paintings-19th-century-european-n09600_533",0,0,0,0,0,0,1,0,0.5,1,1,25.75,21.5
"268","master-paintings-19th-century-european-n09600_534",0,1,0,0,0,0,0,0,0.4,1,0,76.5,NA
"269","master-paintings-19th-century-european-n09600_535",0,1,0,0,0,0,0,0,0.4,1,0,22,18
"270","master-paintings-19th-century-european-n09600_536",0,0,0,0,0,0,1,0,0.666666666666667,1,1,18.25,15.5
"271","master-paintings-19th-century-european-n09600_537",0,0,1,0,0,0,0,0,0.5,1,1,41.75,33
"272","master-paintings-19th-century-european-n09600_538",0,0,1,0,0,0,0,0,0.4,1,1,57.875,38.375
"273","master-paintings-19th-century-european-n09600_539",0,0,1,0,0,0,0,0,0.428571428571429,1,1,25.5,21.25
"274","master-paintings-19th-century-european-n09600_540",0,0,1,0,0,0,0,0,0.4,1,1,57.5,38.25
"275","master-paintings-19th-century-european-n09600_541",1,0,0,0,0,0,0,0,0.5,1,0,23.625,36.125
"276","master-paintings-19th-century-european-n09600_542",1,0,0,0,0,0,0,0,0.5,1,1,31.5,39.25
"277","master-paintings-19th-century-european-n09600_543",0,1,0,0,0,0,0,0,0.666666666666667,1,1,19.875,16
"278","master-paintings-19th-century-european-n09600_544",0,1,0,0,0,0,0,0,0.4,1,0,32.75,23.25
"279","master-paintings-19th-century-european-n09600_545",0,1,0,0,0,0,0,0,0.333333333333333,1,1,39.5,28.375
"280","master-paintings-19th-century-european-n09600_546",0,0,1,0,0,0,0,0,0.666666666666667,1,0,19.75,25.5
"281","master-paintings-19th-century-european-n09600_547",0,0,1,0,0,0,0,0,0.666666666666667,1,1,13,18.125
"282","master-paintings-19th-century-european-n09600_548",0,0,1,0,0,0,0,0,0.5,1,1,9.375,13
