,auctionName,auctionId,auctionDate
1398,Fine Classical Chinese Paintings,classical-chinese-paintings-n08799,13 SEP 2011
1399,The Connoisseur&amp;#39;s Collection,the-connoisseur39s-collection-au0731, 27 OCT 2009—28 OCT 2009
1400,Arts of Europe,arts-europe-l14301,15 MAY 2014
1401,Sotheby's | Stack's Bowers Galleries: The Rarities Auction,the-rarities-auction-n09525,25 MAY 2016
1402,"Sotheby's | Stack's Bowers Galleries: The D. Brent Pogue Collection, Masterpieces of United States Coinage Part IV",the-d-brent-pogue-collection-masterpieces-of-united-states-coinage-part-iv-n09523,24 MAY 2016
1403,Sotheby’s | Stack’s Bowers Galleries: The Rarities Auction,stacks-bowers-rarities-auction-n09385,01 OCT 2015
1404,Sotheby’s | Stack’s Bowers Galleries&lt;br&gt;The D. Brent Pogue Collection:&lt;br&gt;Masterpieces of United States Coinage Part II,stacks-bowers-pogue-ii-n09384,30 SEP 2015
1405,Sotheby's | Stack's Bowers Galleries: The Rarities Auction,stacks-bowers-the-rarities-auction-n09357,20 MAY 2015
1406,Sotheby's | Stack's Bowers Galleries&lt;br&gt;The D. Brent Pogue Collection&lt;br&gt;Masterpieces of United States Coinage: Part I,stacks-bowers-pogue-n09356,19 MAY 2015
1407,An Important Private Collection from Hanover,an-important-private-collection-from-hanover-am1020, 27 MAR 2007—29 MAR 2007
1408,Contemporary Art / Arab &amp; Iranian,contemporary-art-arab-iranian-l10224,20 OCT 2010
1409,Contemporary Art Including Arab &amp; Iranian Art,contemporary-art-including-arab-iranian-art-l09624,16 OCT 2009
1410,Contemporary Art,contemporary-art-d09001,18 MAR 2009
1411,Modern and Contemporary Arab and Iranian Art,modern-and-contemporary-arab-and-iranian-art-l08223,23 OCT 2008
1412,Modern &amp; Contemporary Arab &amp; Iranian Art Sale,modern-contemporary-arab-iranian-art-sale-l07223,24 OCT 2007
1413,Contemporary Art Day Auction,contemporary-art-day-auction-l16025,08 OCT 2016
1414,Contemporary Art Evening Auction,contemporary-art-evening-auction-l16024, 07 OCT 2016—09 OCT 2016
1415,The Italian Sale,the-italian-sale-l16624,07 OCT 2016
1416,Contemporary Curated,contemporary-curated-n09553,29 SEP 2016
1417,Contemporary Curated,contemporary-curated-l16027,20 SEP 2016
1418,Contemporary Art Day Auction ,contemporary-art-day-l16023,29 JUN 2016
1419,Contemporary Art Evening Auction ,contemporary-art-evening-l16022, 28 JUN 2016—29 JUN 2016
1420,Art Contemporain,art-contemporain-pf1605, 07 JUN 2016—08 JUN 2016
1421,Arte Moderna e Contemporanea,arte-moderna-contemporanea-mi0329, 25 MAY 2016—26 MAY 2016
1422,Contemporary Art Day Auction,contemporary-art-day-auction-n09501,12 MAY 2016
1423,Contemporary Art Evening Auction,contemporary-art-evening-auction-n09500,11 MAY 2016
1424,Alchemy: Objects of Desire ,alchemy-objects-desire-l16227,21 APR 2016
1425,At Home: Sotheby’s Designer Showhouse and Auction,sothebys-designer-showhouse-and-auction-n09494,17 APR 2016
1426,Contemporary Curated,contemporary-curated-l16026,15 MAR 2016
1427,Contemporary Curated,contemporary-curated-n09473,03 MAR 2016
1428,Now!,now-pf1650,18 FEB 2016
1429,Contemporary Art Day Auction,contemporary-art-day-l16021,11 FEB 2016
1430,Contemporary Art Evening Auction ,contemporary-art-evening-auction-l16020,10 FEB 2016
1431,Art Contemporain,art-contemporain-pf1515, 09 DEC 2015—10 DEC 2015
1432,Arte Moderna e Contemporanea,arte-moderna-contemporanea-mi0327, 24 NOV 2015—25 NOV 2015
1433,Fast Forward: New Directions in Contemporary Art,fast-forward-n09388,17 NOV 2015
1434,Contemporary Art Day Auction,contemporary-art-day-auction-n09421,12 NOV 2015
1435,Contemporary Art Evening Auction,contemporary-art-evening-auction-n09420,11 NOV 2015
1436,The Collection of A. Alfred Taubman: Modern &amp; Contemporary Art,modern-contemporary-art-collection-a-alfred-taubman-n09431,05 NOV 2015
1437,The Collection of A. Alfred Taubman: Masterworks,masterworks-collection-a-alfred-taubman-n09430,04 NOV 2015
1438,Contemporary Art Day Auction,contemporary-art-day-auction-l15025,16 OCT 2015
1439,Contemporary Art Evening Auction,contemporary-art-evening-auction-l15024,15 OCT 2015
1440,The Italian Sale,the-italian-sale-l15624,15 OCT 2015
1441,Contemporary Curated,contemporary-curated-n09403,29 SEP 2015
1442,Rencontres Couture à Paris de la Collection Didier Ludot,collection-didier-ludot-pf1570,08 JUL 2015
1443,Contemporary Art Day Auction,contemporary-art-day-auction-l15023,02 JUL 2015
1444,Contemporary Art Evening Auction,contemporary-art-evening-auction-l15022,01 JUL 2015
1445,Now !,now-pf1524,01 JUL 2015
1446,Contemporary Curated,contemporary-curated-n09366,10 JUN 2015
1447,A Tale of Two Cities: Venice and Dresden Two Private Collections,tale-two-cities-venice-dresden-l15320,09 JUN 2015
1448,Art Contemporain,art-contemporain-pf1505, 02 JUN 2015—03 JUN 2015
1449,Arte Moderna e Contemporanea,arte-moderna-contemporanea-mi0326, 20 MAY 2015—21 MAY 2015
1450,Contemporary Art Day Auction,contemporary-day-n09346,13 MAY 2015
1451,Contemporary Art Evening Auction,contemporary-evening-n09345,12 MAY 2015
1452,Contemporary Art / Doha,contemporary-art-doha-do1501,21 APR 2015
1453,The New York Sale,the-new-york-sale-n09215,01 APR 2015
1454,Bear Witness,bear-witness-l15026, 10 MAR 2015—12 MAR 2015
1455,Bande Dessinée,bande-dessinee-pf1555,07 MAR 2015
1456,Contemporary Curated,contemporary-curated-n09316,05 MAR 2015
1457,'1 in 11' Auction,one-in-eleven-l15018,12 FEB 2015
1458,Contemporary Art Day Auction,contemporary-art-day-auction-l15021,11 FEB 2015
1459,Contemporary Art Evening Auction,contemporary-art-evening-auction-l15020,10 FEB 2015
1460,À Table !,a-table-pf1460,17 DEC 2014
1461,Art Contemporain,art-contemporain-pf1415, 03 DEC 2014—04 DEC 2014
1462,Arte Moderna e Contemporanea,arte-moderna-contemporanea-mi0325, 25 NOV 2014—26 NOV 2014
1463,Property from the Collection of Mrs. Paul Mellon: Interiors,interiors-mellon-n09247, 21 NOV 2014—23 NOV 2014
1464,Contemporary Art Day Auction ,contemporary-art-day-sale-n09222,12 NOV 2014
1465,Contemporary Art Evening Auction ,contemporary-art-evening-sale-n09221,11 NOV 2014
1466,Property from the Collection of Mrs. Paul Mellon: Masterworks ,masterworks-mellon-n09245,10 NOV 2014
1467,Contemporary Art Day Auction,contemporary-art-day-auction-l14025,18 OCT 2014
1468,Contemporary Art Evening Auction,contemporary-art-evening-auction-l14024,17 OCT 2014
1469,The Italian Sale,20th-century-italian-art-l14624,17 OCT 2014
1470,Contemporary Art / Doha,contemporary-art-doha-do1401,13 OCT 2014
1471,Contemporary Curated featuring works from the Collection of Joni Gordon of Newspace Gallery,contemporary-curated-n09196,24 SEP 2014
1472,Contemporary Art Day Auction,contemporary-art-day-auction-l14023,01 JUL 2014
1473,Contemporary Art Evening Auction,contemporary-art-evening-auction-l14022,30 JUN 2014
1474,Contemporary Curated,june-contemporary-curated-n09165,12 JUN 2014
1475,Art Contemporain,art-contemporain-pf1405, 03 JUN 2014—04 JUN 2014
1476,Arte Moderna e Contemporanea,arte-moderna-contemporanea-mi0324, 27 MAY 2014—28 MAY 2014
1477,Contemporary Art Day Auction,contemporary-art-day-sale-n09142,15 MAY 2014
1478,Contemporary Art Evening Auction,contemporary-art-evening-sale-n09141, 14 MAY 2014—13 MAY 2014
1479,Curiosité : un Regard Moderne,curiosite-regard-moderne-pf1440,26 MAR 2014
1480,Contemporary Curated,march-contemporary-curated-n09120,07 MAR 2014
1481,1000 Ways of Seeing: The Private Collection of the late Stanley J. Seeger,1000-ways-seeing-l14313, 05 MAR 2014—06 MAR 2014
1482,Contemporary Art Day Auction,contemporary-art-day-auction-l14021,13 FEB 2014
1483,Contemporary Art Evening Auction,contemporary-art-evening-auction-l14020,12 FEB 2014
1484,Art contemporain,art-contemporain-pf1315, 03 DEC 2013—04 DEC 2013
1485,Modern and Contemporary Art Sale,modern-and-contemporary-art-sale-mi0323, 26 NOV 2013—27 NOV 2013
1486,Jony and Marc's&lt;br&gt;(RED) Auction,null-n09014,23 NOV 2013
1487,Nov 2013 Contemporary Day,nov-2013-contemporary-day-n09038,14 NOV 2013
1488,Nov 2013 Contemporary Evening,nov-2013-contemporary-evening-n09037,13 NOV 2013
1489,Defining Taste&lt;br&gt;Works selected by Danny Katz,daniel-katz-sale-l13232,12 NOV 2013
1490,Contemporary Art Day Auction,contemporary-art-day-auction-l13025,18 OCT 2013
1491,Contemporary Art Evening Auction,contemporary-art-evening-auction-l13024,17 OCT 2013
1492,20th Century Italian Art,20th-century-italian-art-l13624,17 OCT 2013
1493,Mimi Foundation: The Power of Love ,the-mimi-foundation-charity-auction-l13029,16 OCT 2013
1494,Contemporary Art,contemporary-art-n09010,25 SEP 2013
1495,Contemporary Art  Day Auction,contemporary-art-day-auction-l13023,27 JUN 2013
1496,Contemporary Art Evening Auction,contemporary-art-evening-auction-l13022,26 JUN 2013
1497,Impressionist &amp; Modern Art Evening Sale,impressionist-modern-art-evening-sale-l13006,19 JUN 2013
1498,Contemporary Art,contemporary-art-n09004,07 JUN 2013
1499,Art Contemporain,art-contemporain-pf1305, 05 JUN 2013—06 JUN 2013
1500,Arte Moderna e Contemporanea,arte-moderna-contemporanea, 22 MAY 2013—23 MAY 2013
1501,Contemporary Art Day Auction,may-2013-contemporary-day-n08992,15 MAY 2013
1502,Contemporary Art Evening Auction,may-2013-contemporary-evening-n08991, 14 MAY 2013—13 MAY 2013
1503,Contemporary Art / Doha,contemporary-art-doha-do1301,22 APR 2013
1504,Vente Caritative pour la Restauration de la Peinture Murale de Keith Haring à l’Hôpital Necker-Enfants Malades,vente-caritative-keith-haring-hopital-necker,17 APR 2013
1505,Collection de Nicolas Landau et Jacqueline Goldman,collection-de-nicolas-landau-et-jacqueline-goldman, 08 APR 2013—09 APR 2013
1506,Contemporary Asian Art,contemporary-asian-art-hk0455,05 APR 2013
1507,Contemporary Art,contemporary-art-n08967,07 MAR 2013
1508,Passion + Transmission: International Contemporary Art from the CAP Collection,single-owner-ectp-march-n08962,07 MAR 2013
1509,Contemporary Art  Day Auction,contemporary-art-day-auction-l13021,13 FEB 2013
1510,Contemporary Art Evening Auction,contemporary-art-evening-auction-l13020,12 FEB 2013
1511,Art Contemporain,art-contemporain-pf1215, 04 DEC 2012—05 DEC 2012
1512,Boundless: Contemporary Art,boundless-contemporary-art,03 DEC 2012
1513,Arte Moderna e Contemporanea,arte-moderna-e-contemporanea-, 27 NOV 2012—28 NOV 2012
1514,Contemporary Art Day Auction,contemporary-art-day-auction-n08901,14 NOV 2012
1515,Contemporary Art Evening Auction,contemporary-art-evening-auction-n08900,13 NOV 2012
1516,"Collection Mis, Art Moderne et Contemporain",collection-mis-art-moderne-et-contemporain,24 OCT 2012
1517,Contemporary Art  Day Auction,contemporary-art-day-auction-l12025,13 OCT 2012
1518,Contemporary Art Evening Auction,contemporary-art-evening-auction-l12024,12 OCT 2012
1519,20th Century Italian Art,20th-century-italian-art-l12624,12 OCT 2012
1520,Collection Marcel Brient - La Page Française,collection-marcel-brient-la-page-franaise,24 SEP 2012
1521,Contemporary Art,contemporary-art-n08875,21 SEP 2012
1522,Bande Dessinée - Comics,bande-dessine-comics,04 JUL 2012
1523,Contemporary Art Day Auction,contemporary-art-day-auction-l12023,27 JUN 2012
1524,Contemporary Art Evening Auction,contemporary-art-evening-auction-l12022,26 JUN 2012
1525,Art Contemporain,art-contemporain-pf1205, 29 MAY 2012—30 MAY 2012
1526,Arte Moderna e Contemporanea,arte-moderna-e-contemporanea, 24 MAY 2012—25 MAY 2012
1527,The Gunter Sachs Collection Day Auction,the-gunter-sachs-collection-day-auction,23 MAY 2012
1528,The Gunter Sachs Collection Evening Auction,the-gunter-sachs-collection-evening-auction,22 MAY 2012
1529,Contemporary Art Day Auction,contemporary-art-day-n08854,10 MAY 2012
1530,Contemporary Art Evening Auction,contemporary-art-evening-n08853,09 MAY 2012
1531,Collection Florence Loeb ­- Sources et Affinités,collection-florence-loeb-sources-et-affinits,05 APR 2012
1532,Contemporary Art,contemporary-art-n08829,09 MAR 2012
1533,Contemporary Art Day Auction,contemporary-art-day-auction-l12021,16 FEB 2012
1534,Contemporary Art Evening Auction,contemporary-art-evening-auction-l12020,15 FEB 2012
1535,Art Contemporain,art-contemporain, 07 DEC 2011—08 DEC 2011
1536,Arte Moderna e Contemporanea &amp; Identita’ Italiana un’Importante Collezione Privata,arte-moderna-e-contemporanea-identita-italiana-unimportante-collezione-privata, 22 NOV 2011—23 NOV 2011
1537,Contemporary Art Day Auction,contemporary-art-day-sale-n08792,10 NOV 2011
1538,Contemporary Art Evening Auction,contemporary-art-evening-sale-n08791,09 NOV 2011
1539,Property from the Collections of Lily &amp; Edmond J. Safra - Volumes I-VI ,property-from-the-collections-of-lily-edmond-j-safra-n08822, 18 OCT 2011—21 OCT 2011
1540,Contemporary Art Day Auction,contemporary-art-day-sale-,14 OCT 2011
1541,Contemporary Art Evening Auction,contemporary-art-evening-sale-,13 OCT 2011
1542,20th Century Italian Art Including Italian Identity - an Important Private Collection,20th-century-italian-art-including-italian-identity-an-important-private-collection,13 OCT 2011
1543,The BAT Artventure Collection formerly known as The Peter Stuyvesant Collection – Part Three,the-bat-artventure-collection-formerly-known-as-the-peter-stuyvesant-collection-part-three,04 OCT 2011
1544,"The Collection of Allan Stone, Vol. III",the-collection-of-allan-stone-vol-iii-n08816,23 SEP 2011
1545,Contemporary Art Day Auction,contemporary-art-day-auction-l11023,30 JUN 2011
1546,Contemporary Art Evening Auction,contemporary-art-evening-auction-l11022,29 JUN 2011
1547,Contemporary Art,art-contemporain-pf1105, 31 MAY 2011—01 JUN 2011
1548,Modern &amp; Contemporary Art ,modern-contemporary-mi0315, 25 MAY 2011—26 MAY 2011
1549,Modern &amp; Contemporary Art,19th-century-and-modern-contemporary-am1099,17 MAY 2011
1550,Contemporary Art Day,contemporary-ii-n08745,11 MAY 2011
1551,Contemporary Art Evening Sale,contemporary-i-n08744,10 MAY 2011
1552,"The Collection of Allan Stone Vol. I, The Collection of Allan Stone Vol. II The Art of Wayne Thiebaud ",stone-i-and-ii-n08815,09 MAY 2011
1553,"The BAT Artventure Collection Formerly Known as the Peter Stuyvesant Collection, Part Two",bat-am1097,19 APR 2011
1554,COLLEZIONE CLAUDIA GIAN FERRARI,collezione-claudia-gian-ferrari-mi0318,12 APR 2011
1555,Property from the Estate of Queen Juliana of The Netherlands: All to be Sold for the Benefit of Charity,appel-am1100, 14 MAR 2011—17 MAR 2011
1556,Contemporary Art,contemporary-art-n08720,09 MAR 2011
1557,Contemporary Art Day Auction,contemporary-art-day-auction-l11021,16 FEB 2011
1558,Contemporary Art Evening Auction,contemporary-art-evening-auction-l11020,15 FEB 2011
1559,Looking Closely: A Private Collection,looking-closely-l11001,10 FEB 2011
1560,Fusion: Contemporary Art and Design,fusion-contemporary-art-and-design-n08748,14 DEC 2010
1561,19th Century Paintings &amp; Contemporary Art,19th-century-paintings-contemporary-art-am1094,13 DEC 2010
1562,Contemporary Art,contemporary-art-pf1029, 07 DEC 2010—08 DEC 2010
1563,Arte Moderna e Contemporanea,arte-moderna-e-contemporanea-mi0310, 24 NOV 2010—25 NOV 2010
1564,Bertoia,bertoia-n08714,10 NOV 2010
1565,Contemporary Art Day Auction,contemporary-art-day-auction-n08679,10 NOV 2010
1566,Contemporary Art Evening Auction,contemporary-art-evening-auction-n08678,09 NOV 2010
1567,"The Robert Devereux Collection of Post-War British Art in aid of the African Arts Trust, Sale 2",the-robert-devereux-collection-of-post-war-british-art-in-aid-of-the-african-arts-trust-sale-2-l10144,04 NOV 2010
1568,"The Robert Devereux Collection of Post-War British Art in aid of the African Arts Trust, Sale 3",the-robert-devereux-collection-of-post-war-british-art-in-aid-of-the-african-arts-trust-sale-3-l10145,04 NOV 2010
1569,"The Robert Devereux Collection of Post-War British Art in aid of the African Arts Trust, Sale 1",the-robert-devereux-collection-of-post-war-british-art-in-aid-of-the-african-arts-trust-sale-1-l10143,03 NOV 2010
1570,"Important Old Master Paintings, Chinese Works of Art, Furniture and Silver from a Milanese Private Collection",important-old-master-paintings-chinese-works-of-art-furniture-and-silver-from-a-milanese-private-collection-mi0312,19 OCT 2010
1571,Contemporary Art Day Auction,contemporary-art-day-auction-l10025,16 OCT 2010
1572,Contemporary Art Evening Auction,contemporary-art-evening-auction-l10024,15 OCT 2010
1573,20th Century Italian Art,20th-century-italian-art-l10624,15 OCT 2010
1574,Contemporary Art,contemporary-art-n08662,27 SEP 2010
1575,Selected Works from the Neuberger Berman and Lehman Brothers Corporate Art Collections,selected-works-from-the-neuberger-berman-and-lehman-brothers-corporate-art-collections-n08704,25 SEP 2010
1576,Contemporary Art Day Auction,contemporary-art-day-auction-l10023,29 JUN 2010
1577,Contemporary Art Evening Auction,contemporary-art-evening-auction-l10022,28 JUN 2010
1578,19th Century European Paintings &amp; Contemporary Art,19th-century-european-paintings-contemporary-art-am1091,14 JUN 2010
1579,Contemporary Art,contemporary-art-pf1013, 02 JUN 2010—03 JUN 2010
1580,"Global Contemporary, Rijksakademie",global-contemporary-rijksakademie-am1096,01 JUN 2010
1581,Modern &amp; Contemporary Art including Contemporary Art from a Private Collection,modern-contemporary-art-including-contemporary-art-from-a-private-collection-mi0308, 26 MAY 2010—27 MAY 2010
1582,Contemporary Art Day Auction,contemporary-art-day-auction-n08637,13 MAY 2010
1583,Contemporary Art Evening Auction,contemporary-art-evening-auction-n08636,12 MAY 2010
1584,"Old Master, Modern &amp; Contemporary Prints",old-master-modern-contemporary-prints-l10160,30 MAR 2010
